emp_no,first_name,last_name,title,from_date,birth_date
213384,Pranas,Narwekar,Senior Engineer,1993-09-26,1965-01-04
401364,Pranay,Kambil,Senior Staff,1999-07-30,1965-01-16
96100,Pranay,Rebaine,Senior Engineer,1998-02-01,1965-01-11
208784,Pranjal,Juneja,Senior Engineer,1985-03-21,1965-01-30
89664,Pranjal,Rossi,Staff,1998-07-07,1965-01-20
71188,Pranjal,Schapiro,Senior Staff,1993-12-14,1965-01-02
104133,Pranjal,Zyda,Senior Staff,1998-07-03,1965-01-31
444465,Prasadram,Bultermann,Senior Engineer,1997-08-29,1965-01-13
414922,Prasadram,Piazza,Senior Engineer,1992-06-04,1965-01-20
214807,Prasadram,Qiwen,Engineer,1997-09-04,1965-01-13
53278,Premsyl,Lortz,Senior Staff,1999-02-01,1965-01-31
274271,Prodip,Ritcey,Senior Staff,1993-09-10,1965-01-10
467176,Przemyslawa,Borovoy,Senior Staff,1998-06-18,1965-01-05
258643,Przemyslawa,Esposito,Senior Engineer,2001-02-26,1965-01-11
73516,Qingxiang,Badache,Senior Engineer,1996-06-25,1965-01-14
212810,Qingxiang,Swan,Senior Staff,1997-10-04,1965-01-16
455726,Qiwen,Kriebel,Senior Staff,1992-12-12,1965-01-08
87353,Quingbo,Coombs,Senior Engineer,1999-01-17,1965-01-07
432956,Qunsheng,Birrer,Senior Staff,1994-05-13,1965-01-25
451333,Radhika,Bonifati,Senior Staff,1995-03-11,1965-01-15
32714,Radoslaw,Maliniak,Staff,1997-11-17,1965-01-16
485577,Rafael,Menhoudj,Senior Engineer,1997-04-27,1965-01-30
20129,Rafael,Skafidas,Senior Engineer,2000-03-27,1965-01-10
420759,Raimond,Solovay,Staff,1997-10-03,1965-01-04
225867,Ramalingam,Remmele,Senior Engineer,1999-09-03,1965-01-26
458790,Ramya,Azadmanesh,Senior Engineer,1994-11-19,1965-01-17
463212,Ramya,Rossi,Senior Engineer,1987-03-02,1965-01-09
107828,Ramya,Walston,Senior Staff,1995-02-03,1965-01-26
94331,Ramzi,Cronau,Technique Leader,1999-09-03,1965-01-26
429899,Ranan,Marsiglia,Staff,1999-08-13,1965-01-30
445201,Randi,Alblas,Staff,1992-05-02,1965-01-22
30465,Randi,Avouris,Senior Engineer,1991-07-16,1965-01-28
287983,Randi,Munos,Senior Staff,1990-09-07,1965-01-23
108198,Randi,Samarati,Senior Staff,1999-10-21,1965-01-24
479407,Randi,Tomescu,Senior Engineer,2000-11-25,1965-01-18
468659,Ranga,Lemarechal,Senior Engineer,1997-11-05,1965-01-18
92598,Ranga,Merro,Assistant Engineer,1996-05-11,1965-01-18
455364,Ranga,Plesums,Senior Staff,1990-01-28,1965-01-29
250411,Ranga,Sommen,Senior Staff,1996-01-21,1965-01-27
274369,Ranga,Waymire,Senior Staff,1997-01-27,1965-01-29
95314,Rasiah,Koblick,Senior Staff,1999-08-21,1965-01-22
438264,Rasikan,Barreiro,Senior Staff,2000-09-26,1965-01-19
474918,Rasikan,Khalil,Engineer,1985-02-10,1965-01-15
442002,Ravishankar,Baig,Senior Staff,2000-03-17,1965-01-03
214391,Rayond,Klassen,Senior Staff,1999-09-11,1965-01-15
277420,Rayond,Schach,Senior Engineer,2001-04-21,1965-01-16
497409,Reinhard,Erde,Engineer,1992-12-04,1965-01-21
220131,Reinhard,Slaats,Senior Engineer,1999-06-08,1965-01-09
476327,Reinhold,Binkley,Senior Engineer,2000-05-28,1965-01-31
260361,Reinhold,Rahier,Engineer,1995-06-06,1965-01-25
413666,Remco,Duclos,Senior Staff,1996-04-18,1965-01-05
207980,Remko,Vieth,Senior Staff,1999-11-22,1965-01-07
51868,Remmert,Munke,Assistant Engineer,1991-09-22,1965-01-19
91308,Remmert,Plumb,Senior Engineer,1993-06-14,1965-01-23
225438,Remmert,Quaggetto,Senior Staff,1997-04-28,1965-01-14
16461,Remmert,Schahn,Senior Staff,1994-09-06,1965-01-14
56209,Remzi,Douceur,Senior Engineer,1998-12-01,1965-01-19
460920,Remzi,Mitzlaff,Senior Staff,1986-04-06,1965-01-22
230287,Renny,Alameldin,Assistant Engineer,1997-09-28,1965-01-14
90084,Renny,Bale,Senior Engineer,1996-11-22,1965-01-01
421384,Renny,Bednarek,Senior Staff,1995-06-01,1965-01-02
429954,Renny,Gladwell,Staff,1999-02-27,1965-01-26
470456,Reuven,Oehlmann,Senior Staff,1994-03-29,1965-01-13
242104,Richara,Sudkamp,Senior Staff,1994-09-05,1965-01-05
93220,Richara,Walston,Senior Engineer,1996-08-27,1965-01-11
60875,Rildo,Masaki,Senior Engineer,1997-01-14,1965-01-21
80745,Rimli,Huttel,Staff,1989-12-14,1965-01-09
39301,Rimon,Kawashima,Senior Staff,1998-02-05,1965-01-07
269568,Rimli,Walston,Staff,1996-01-28,1965-01-28
93794,Rimli,Werthner,Senior Engineer,2000-05-26,1965-01-23
475965,Rimon,Pietracaprina,Senior Engineer,1990-07-10,1965-01-02
24205,Roddy,Rubsam,Senior Engineer,1993-09-19,1965-01-25
56682,Roded,Picco,Assistant Engineer,1993-11-06,1965-01-28
209945,Roded,Veevers,Engineer,1990-10-23,1965-01-27
428082,Ronghao,Alpin,Senior Staff,2000-09-10,1965-01-09
77815,Ronghao,Picaronny,Engineer,2002-06-09,1965-01-21
86354,Ronghao,Segond,Senior Engineer,1993-09-13,1965-01-27
410804,Ronnie,Denos,Senior Engineer,1997-06-08,1965-01-17
59195,Ronnie,Pollock,Technique Leader,1990-06-19,1965-01-08
244711,Rosli,Butner,Engineer,1997-03-19,1965-01-25
483401,Rosita,Pokrovskii,Senior Staff,1996-08-03,1965-01-10
212154,Sailaja,Holburn,Senior Staff,1997-03-03,1965-01-17
22502,Rutger,Binkley,Senior Engineer,1989-10-16,1965-01-29
105731,Sachem,Cromarty,Engineer,1996-08-19,1965-01-15
252592,Sachem,McDermid,Senior Engineer,1987-04-30,1965-01-12
493096,Sachem,Msuda,Engineer,1995-04-07,1965-01-31
221367,Saddek,Farris,Senior Staff,1990-11-06,1965-01-13
67320,Sadok,Lorys,Senior Staff,1987-05-10,1965-01-18
450475,Saeed,Bahl,Senior Staff,1991-01-29,1965-01-21
216054,Sahrah,Angiulli,Senior Staff,1991-07-31,1965-01-24
409112,Sahrah,Mitchem,Senior Staff,2000-03-27,1965-01-10
434936,Sahrah,Rosis,Senior Engineer,2000-06-23,1965-01-15
30484,Sailaja,Chvatal,Staff,1999-05-18,1965-01-11
297954,Sailaja,Fujisaki,Assistant Engineer,1995-07-24,1965-01-13
287609,Sailaja,Negoita,Senior Engineer,2000-01-19,1965-01-06
248256,Sajjan,Falby,Staff,1996-08-29,1965-01-05
276186,Sajjad,Vecchi,Senior Staff,1998-06-02,1965-01-30
71141,Sajjad,Vitiello,Senior Staff,1997-02-16,1965-01-02
72190,Sajjad,Waeselynck,Engineer,1999-09-13,1965-01-19
440435,Sandeepan,Rosti,Senior Engineer,1991-11-26,1965-01-03
424845,Salvador,Peres,Staff,1995-04-24,1965-01-01
235780,Sampalli,Bergere,Senior Engineer,1994-04-08,1965-01-17
462067,Sampalli,Francisci,Senior Staff,1994-11-25,1965-01-29
426819,Sandeepan,Kulisch,Engineer,1997-05-16,1965-01-13
210752,Saniya,Stenning,Senior Staff,1991-12-10,1965-01-25
22027,Sangeeta,Georg,Staff,1992-07-31,1965-01-27
221973,Sangeeta,Kalefeld,Senior Staff,1996-06-05,1965-01-17
491494,Saniya,Broomell,Staff,1992-08-04,1965-01-19
283168,Sanjai,Kopetz,Assistant Engineer,1999-04-19,1965-01-15
498838,Sanjay,Ciolek,Senior Staff,1998-12-13,1965-01-16
497174,Sanjiv,Bressoud,Senior Engineer,1998-04-27,1965-01-02
293746,Sanjay,Litecky,Senior Engineer,2000-08-26,1965-01-25
252392,Sanjeeva,Peron,Senior Engineer,1999-12-26,1965-01-01
79763,Sanjoy,Barreiro,Senior Staff,1996-04-09,1965-01-20
57934,Sanjoy,Boudaillier,Senior Engineer,1997-12-27,1965-01-25
48275,Sariel,Massonet,Senior Staff,1993-11-19,1965-01-29
44962,Sariel,Wynblatt,Assistant Engineer,1996-05-18,1965-01-16
260408,Sasan,Brookner,Senior Staff,2001-09-03,1965-01-19
287436,Sasan,Deville,Technique Leader,1994-10-11,1965-01-02
203720,Sasan,Thimonier,Senior Staff,1996-08-21,1965-01-30
14476,Sastry,Marrevee,Engineer,1999-09-25,1965-01-19
489928,Satoru,Janetzko,Assistant Engineer,1997-07-26,1965-01-28
29380,Satoru,Vidal,Assistant Engineer,1998-05-02,1965-01-30
19350,Satoru,Yoshizawa,Senior Staff,1999-03-27,1965-01-19
275158,Satyanarayana,Brandsma,Engineer,1999-12-08,1965-01-07
63706,Sedat,Itzigehl,Engineer,1997-07-31,1965-01-26
450888,Sedat,Rande,Senior Staff,2001-03-24,1965-01-03
450184,Selwyn,Henseler,Senior Engineer,1993-03-09,1965-01-11
450421,Selwyn,Munoz,Engineer,1989-07-05,1965-01-25
247089,Seongbae,Schahn,Senior Staff,1997-12-10,1965-01-17
233533,Seongbae,Sluis,Senior Staff,1995-09-23,1965-01-10
426611,Serap,Bahi,Engineer,1986-05-15,1965-01-29
254916,Serenella,Couchot,Senior Staff,1997-03-15,1965-01-31
36521,Serif,Gladwell,Senior Staff,1993-03-05,1965-01-21
429316,Seshu,Hiraishi,Senior Staff,2001-08-10,1965-01-08
423993,Seshu,Kolvik,Technique Leader,1988-12-09,1965-01-01
107792,Shahab,Crooks,Senior Staff,2001-03-18,1965-01-13
200176,Shahab,Luit,Senior Staff,1994-11-20,1965-01-31
458726,Shahaf,Kitai,Senior Staff,1991-12-26,1965-01-13
426153,Shahaf,Luce,Senior Staff,1999-04-06,1965-01-16
230579,Shahar,Negoita,Senior Staff,2000-03-18,1965-01-17
465409,Shahid,Varman,Senior Staff,1993-08-27,1965-01-30
263370,Shakhar,Ranze,Staff,1999-05-29,1965-01-03
108316,Shai,Stellhorn,Senior Engineer,1992-05-21,1965-01-02
42950,Shaleah,Eickenmeyer,Senior Staff,1993-10-09,1965-01-22
493278,Shaleah,Pileggi,Engineer,1999-02-10,1965-01-28
483838,Sham,Kavanagh,Assistant Engineer,1997-12-18,1965-01-03
80203,Shakhar,Baik,Staff,1993-12-01,1965-01-22
435664,Sham,Chiodo,Senior Engineer,1997-07-28,1965-01-02
53431,Sham,Vasanthakumar,Senior Staff,1985-10-24,1965-01-12
80731,Shaowen,Eldridge,Senior Staff,1994-12-05,1965-01-25
482756,Shaowei,Back,Senior Staff,1996-07-30,1965-01-02
257484,Shaowei,Nicolson,Senior Staff,1995-12-07,1965-01-01
290467,Shaowen,Poulakidas,Senior Staff,1992-04-14,1965-01-29
482885,Shaunak,Brizzi,Senior Engineer,2000-09-01,1965-01-29
54198,Shaowen,Segond,Senior Engineer,1993-01-06,1965-01-01
277926,Shaunak,Solovay,Senior Staff,1992-12-26,1965-01-13
438158,Shaw,Varman,Senior Engineer,1994-12-16,1965-01-19
478799,Shaw,Borovoy,Senior Staff,1991-05-11,1965-01-18
443841,Shaw,Kading,Senior Staff,2000-07-16,1965-01-08
217800,Shay,Servieres,Senior Staff,1998-08-06,1965-02-01
295476,Shawna,Chiodo,Engineer,1999-01-22,1965-01-19
420765,Shawna,Krider,Senior Staff,1997-03-09,1965-01-17
296062,Shaz,Driscoll,Staff,1998-10-03,1965-01-29
288142,Shay,Heystek,Senior Staff,1995-04-01,1965-01-25
208330,Shen,Flanders,Senior Staff,1997-07-03,1965-01-11
251437,Shichao,Iwayama,Engineer,1996-10-17,1965-01-20
275495,Shen,Yamaashi,Staff,1995-02-19,1965-01-13
461120,Shietung,Gelosh,Senior Engineer,2001-03-26,1965-01-18
421755,Shichao,Thiria,Senior Engineer,2001-01-10,1965-01-03
26503,Shietung,Billingsley,Senior Staff,1998-11-07,1965-01-27
421022,Shigeaki,Butner,Senior Staff,1996-07-13,1965-01-26
69052,Shietung,Shrader,Senior Staff,1995-08-05,1965-01-26
287482,Shigeaki,Gihr,Senior Engineer,2002-03-18,1965-01-01
475938,Shigeaki,Lanteri,Senior Engineer,1996-02-18,1965-01-14
481213,Shigehiro,Haldar,Senior Staff,1999-12-14,1965-01-08
290563,Shigehiro,Oxenboll,Senior Engineer,1986-02-26,1965-01-09
83289,Shigeichiro,Engelmann,Senior Engineer,2000-01-09,1965-01-09
402025,Shigehito,Duclos,Senior Engineer,1992-09-19,1965-01-20
452347,Shigeichiro,Brattka,Senior Staff,2001-07-13,1965-01-07
220625,Shigenori,Deville,Technique Leader,1992-12-24,1965-01-25
415338,Shigeo,Emmart,Assistant Engineer,1995-12-24,1965-01-22
58147,Shigenori,Sullins,Senior Staff,1988-02-24,1965-01-09
80889,Shigeo,Linnainmaa,Senior Engineer,1985-07-30,1965-01-07
73233,Shigeo,Merey,Senior Engineer,1985-07-30,1965-01-15
82919,Shigeu,Claffy,Engineer,1998-02-03,1965-01-05
55687,Shih,Lindqvist,Senior Engineer,1995-03-29,1965-01-02
84942,Shin,Fujisaki,Technique Leader,1988-02-23,1965-01-15
246902,Shih,Shanbhogue,Staff,1998-04-19,1965-01-27
435026,Shim,Versino,Senior Engineer,1986-08-20,1965-01-14
40773,Shimshon,Aingworth,Senior Staff,1991-04-13,1965-01-09
64790,Shin,Piveteau,Senior Engineer,1993-04-19,1965-01-29
473824,Shin,Puoti,Staff,1996-12-20,1965-01-22
214634,Shirish,Vickson,Senior Engineer,1997-10-24,1965-01-12
84451,Shiv,Aumann,Senior Engineer,1998-06-14,1965-01-20
447982,Shiv,Baezner,Senior Engineer,1996-12-16,1965-01-25
52770,Shugo,Yurek,Senior Staff,1998-08-28,1965-01-31
447999,Shiv,Vilarrasa,Senior Engineer,1995-08-01,1965-01-05
456982,Shounak,Dratva,Senior Engineer,1997-01-05,1965-01-07
408019,Shridhar,Chleq,Senior Engineer,1996-03-21,1965-01-01
292374,Shridhar,Chvatal,Staff,1989-10-02,1965-01-15
240253,Shrikanth,Ramaiah,Engineer,1995-05-12,1965-01-16
497835,Shuho,Laurillard,Technique Leader,1999-10-06,1965-01-29
216062,Shuichi,Anick,Senior Engineer,1992-11-24,1965-01-22
84179,Shuichi,Nanard,Senior Engineer,1989-03-14,1965-01-25
99057,Shugo,Reeken,Staff,1999-06-21,1965-01-30
38947,Shuichi,Ruemmler,Senior Staff,1998-03-08,1965-01-25
207401,Shuji,Barbanera,Senior Staff,1993-08-09,1965-01-04
42778,Shuji,Remmers,Senior Staff,1996-12-17,1965-01-19
75354,Shuky,Jakobus,Senior Engineer,1993-06-16,1965-01-11
27620,Shuji,Kandlur,Senior Engineer,1997-03-02,1965-01-25
292901,Shuky,Journel,Senior Engineer,1993-02-14,1965-01-02
83922,Shunichi,Solovay,Senior Engineer,1995-06-07,1965-01-10
69219,Shuky,Redmiles,Senior Staff,1994-07-06,1965-01-09
270716,Shunichi,Baer,Staff,1998-02-04,1965-01-19
246764,Shuzo,Czaja,Staff,1997-11-29,1965-01-04
264715,Siddarth,Luke,Staff,1993-10-06,1965-01-04
291612,Siamak,Gomatam,Engineer,1998-07-08,1965-01-30
91462,Siamak,Janocha,Engineer,1997-08-26,1965-01-11
107486,Siamak,Luiz,Senior Engineer,1987-02-11,1965-01-23
220528,Sibyl,Rabehasaina,Senior Staff,1998-02-23,1965-01-06
49464,Siddarth,Cappelletti,Staff,1999-09-10,1965-01-14
442700,Siddarth,Masada,Staff,1997-08-11,1965-01-06
294461,Siddarth,Rosiles,Senior Engineer,1985-11-18,1965-01-14
56415,Sigeru,Nivat,Senior Staff,1999-10-24,1965-01-30
286779,Sigeru,Versino,Engineer,1998-08-31,1965-01-24
214184,Sivanarayana,Ranka,Engineer,1999-10-25,1965-01-11
51502,Slavian,Munawer,Senior Staff,1999-08-06,1965-01-29
200052,Slavian,Cincotta,Senior Engineer,1992-05-30,1965-01-27
50587,Slavian,Yemenis,Technique Leader,1993-08-06,1965-01-26
440642,Snehasis,Kalsbeek,Senior Staff,1997-01-05,1965-01-14
248758,Snehasis,Muhlberg,Senior Staff,1999-07-16,1965-02-01
289807,Soenke,Lemarechal,Senior Staff,2000-09-03,1965-01-04
455175,Soenke,Zaumen,Senior Staff,1998-02-21,1965-01-14
414461,Somnath,Bierbaum,Senior Staff,1996-12-05,1965-01-22
462795,Somnath,Cummings,Senior Staff,2002-07-10,1965-01-05
271118,Somnath,Nitsche,Senior Engineer,1999-08-14,1965-01-10
268890,Somnath,Uhrik,Engineer,1988-01-14,1965-01-04
457305,Sorina,Lakshmanan,Staff,1994-09-03,1965-01-15
40301,Spyrose,Felder,Senior Engineer,1996-06-16,1965-01-20
81995,Sreekrishna,Brender,Senior Engineer,1996-03-21,1965-01-10
205627,Stabislas,Broder,Senior Engineer,2001-07-16,1965-01-21
447544,Stabislas,Kakkad,Senior Staff,1989-02-19,1965-01-22
465062,Stafford,Gist,Senior Engineer,1995-05-08,1965-01-29
257062,Stabislas,Pardalos,Senior Engineer,1997-06-21,1965-01-24
18583,Stafford,Honglei,Staff,1998-08-16,1965-01-03
253838,Stafford,Terlouw,Assistant Engineer,1999-02-21,1965-01-28
33215,Steen,Fasbender,Technique Leader,1993-02-14,1965-01-29
109598,Stamatina,Auyong,Senior Staff,1988-07-05,1965-02-01
249866,Steen,Gubsky,Senior Staff,1998-01-14,1965-01-15
453913,Stein,Perng,Senior Staff,1998-04-29,1965-01-23
222206,Stein,Uludag,Senior Staff,1995-01-30,1965-01-21
466911,Stepehn,Markovitch,Staff,1991-08-13,1965-01-11
80432,Stella,Figueira,Senior Staff,1998-03-14,1965-01-17
259718,Stepehn,Bouloucos,Senior Staff,1997-09-16,1965-01-24
82351,Stevo,Thambidurai,Senior Staff,1989-10-27,1965-01-26
287323,Steve,Dengi,Staff,1999-09-15,1965-02-01
219417,Subhrajyoti,Denna,Staff,1996-07-25,1965-01-29
262440,Subbu,Kaiserswerth,Assistant Engineer,1992-06-15,1965-01-07
429481,Subhada,Emmerich,Engineer,1996-03-06,1965-01-09
402664,Subhada,Janetzko,Senior Engineer,1987-01-25,1965-01-04
40283,Sudhanshu,Boissier,Senior Engineer,1993-05-11,1965-01-07
436558,Subir,Greibach,Senior Engineer,1992-05-24,1965-01-08
452137,Subir,Miake,Senior Engineer,2002-07-11,1965-01-15
14104,Sudhanshu,Demian,Senior Staff,1999-07-23,1965-01-03
278452,Sudhanshu,Toyoshima,Senior Staff,1993-08-28,1965-01-07
201915,Sudharsan,DeMori,Senior Engineer,1997-03-30,1965-01-02
453996,Sugwoo,Weiland,Senior Engineer,1997-04-23,1965-01-24
480066,Suebskul,Menhardt,Senior Engineer,1999-07-26,1965-01-31
239664,Sugwoo,Michaels,Senior Engineer,1999-08-03,1965-01-04
480035,Sukumar,Georg,Senior Staff,1998-03-27,1965-01-26
461801,Sumali,Cooman,Senior Staff,2000-02-16,1965-01-03
98288,Sumali,Huttel,Senior Staff,1997-09-12,1965-01-12
50360,Sumali,Kushner,Engineer,1999-10-30,1965-01-18
474257,Sungwon,Kornyak,Staff,1991-04-04,1965-01-24
54795,Sumant,Nergos,Senior Staff,2000-05-07,1965-01-29
437395,Sumant,Thambidurai,Senior Staff,2000-01-02,1965-01-21
60091,Surveyors,Bade,Senior Staff,1996-04-10,1965-02-01
58601,Sungwon,Asser,Staff,2000-01-27,1965-01-06
426228,Supot,Badache,Engineer,1996-08-17,1965-01-17
18617,Surveyors,Crouzet,Senior Staff,1998-04-24,1965-01-21
272316,Surveyors,Muhling,Engineer,1999-07-19,1965-01-05
219967,Susanna,Reeken,Senior Staff,1998-03-16,1965-01-16
103316,Susanne,Peternell,Senior Engineer,1999-07-27,1965-01-03
257799,Sushant,Riefers,Senior Engineer,1993-12-04,1965-01-26
204764,Susanne,Mandelberg,Senior Engineer,1996-11-01,1965-01-22
204133,Susuma,Bergere,Senior Staff,1996-02-25,1965-01-22
420086,Susuma,Kitsuregawa,Senior Engineer,1993-05-28,1965-01-27
265558,Susuma,Kleiser,Senior Staff,1994-08-02,1965-01-31
267227,Susuma,Tagansky,Senior Engineer,2001-01-21,1965-01-10
239415,Susumu,Brender,Senior Engineer,2001-04-17,1965-01-01
288606,Susumu,Swiss,Senior Staff,1996-11-14,1965-01-21
78363,Susumu,Fritzsche,Engineer,1998-06-23,1965-01-03
37945,Suzette,Butterworth,Senior Engineer,1994-02-19,1965-01-02
215746,Sven,Speer,Staff,1999-07-08,1965-01-08
482278,Sven,Hinsberger,Senior Engineer,1989-09-11,1965-01-02
235096,Sverrir,Gyimothy,Senior Staff,1992-03-20,1965-01-21
230002,Tadahiro,Backhouse,Senior Engineer,1999-10-02,1965-01-07
84840,Sverrir,Neimat,Staff,1996-11-03,1965-01-14
293154,Syozo,Maliniak,Senior Staff,1992-11-09,1965-01-21
221699,Szabolcs,Georgatos,Engineer,1999-08-16,1965-01-15
429553,Tadanori,Fujisawa,Technique Leader,1999-08-07,1965-01-12
32844,Tadahiko,Melton,Engineer,1995-01-07,1965-01-23
239067,Tadahiko,Pocchiola,Staff,1996-04-02,1965-01-11
414027,Tadanori,Msuda,Senior Engineer,1997-11-06,1965-01-31
18810,Taiji,Jarecki,Senior Engineer,1999-06-27,1965-01-09
481807,Taegyun,Vieri,Senior Engineer,1988-06-17,1965-01-23
452325,Taiji,Berstel,Senior Engineer,2001-12-02,1965-01-14
271106,Taisook,Kampfer,Engineer,1997-11-30,1965-01-10
432523,Takahiro,Maquelin,Engineer,1997-07-21,1965-01-21
10410,Takahito,Gecsei,Staff,1993-10-16,1965-01-19
446897,Takahiro,Dalton,Technique Leader,1992-09-30,1965-01-22
294144,Takanari,Ermel,Senior Staff,1999-01-11,1965-01-09
230865,Takushi,Brattka,Staff,1999-03-09,1965-01-02
228575,Takanari,Pelc,Engineer,1990-08-18,1965-01-03
434845,Takushi,Skogmar,Senior Staff,1991-06-07,1965-01-11
423038,Takushi,Strehl,Senior Staff,1988-10-04,1965-01-20
262636,Tamiya,Reutenauer,Senior Engineer,1985-06-02,1965-01-04
258363,Tayeb,Veevers,Staff,1986-10-10,1965-01-17
240438,Temple,Cyre,Senior Staff,1999-10-01,1965-01-02
78171,Teiji,Hinsberger,Senior Staff,1997-01-25,1965-01-12
481764,Teiji,Marrakchi,Senior Engineer,1986-08-26,1965-01-27
17618,Teiji,Picco,Staff,1992-09-17,1965-01-12
466064,Temple,Danlos,Senior Staff,1994-06-13,1965-01-31
206372,Temple,Joslin,Engineer,1993-01-05,1965-01-17
442704,Terresa,Milicia,Engineer,1993-05-24,1965-01-07
32347,Terresa,Peres,Senior Staff,1997-09-15,1965-01-08
477350,Terresa,Vigier,Staff,1998-07-08,1965-01-01
77157,Tesuro,Nicolson,Staff,1996-06-01,1965-01-14
232723,Tesuya,Bugrara,Engineer,2002-02-13,1965-01-14
221126,Tesuya,dAstous,Senior Engineer,1995-11-30,1965-01-23
456767,Tetsurou,Schreiter,Senior Staff,1994-07-17,1965-01-24
297243,Tesuya,Mansanne,Senior Staff,1993-10-08,1965-01-13
424797,Theron,Itschner,Senior Staff,1993-05-16,1965-01-19
30035,Tetsushi,Conta,Senior Staff,1995-07-04,1965-01-08
60959,Tetsushi,Sridhar,Senior Staff,1997-01-12,1965-01-09
63294,Tetsushi,Tanemo,Senior Engineer,2002-03-01,1965-01-23
89090,Tetsushi,Theuretzbacher,Senior Staff,1995-02-01,1965-01-26
458134,Thanasis,Standera,Senior Staff,1992-03-20,1965-01-11
51057,Theirry,Albarhamtoshy,Senior Staff,1996-09-26,1965-01-29
428917,Theron,Billawala,Senior Engineer,2001-02-16,1965-01-23
285318,Theron,Ravishankar,Senior Engineer,1998-12-27,1965-01-09
284691,Theron,Ressouche,Senior Engineer,1994-08-17,1965-01-04
416720,Tokuyasu,Xiaoshan,Senior Engineer,1998-09-19,1965-01-14
253029,Thodoros,Thimonier,Engineer,1995-04-05,1965-01-13
209681,Tianruo,Bratten,Senior Staff,1996-07-28,1965-01-20
235546,Tianruo,Speer,Staff,1985-10-30,1965-01-17
84508,Tommaso,Vidya,Engineer,1998-05-02,1965-01-17
407522,Tommaso,Raczkowsky,Staff,1996-08-29,1965-01-25
433157,Tomofumi,Serna,Staff,1999-10-23,1965-01-16
212074,Tomokazu,Byoun,Engineer,1996-07-30,1965-01-11
242081,Tomokazu,Pargas,Engineer,2001-11-15,1965-01-12
294996,Tomoyuki,Vigier,Senior Staff,1991-07-08,1965-02-01
254821,Tonny,Couchot,Staff,1994-12-12,1965-01-24
486958,Tonny,Kropf,Senior Engineer,1992-07-29,1965-01-06
47016,Toong,Litecky,Senior Staff,1994-03-01,1965-01-03
31629,Toong,Veldwijk,Engineer,1995-07-28,1965-01-24
46834,Tooru,Daescu,Senior Staff,1998-03-20,1965-01-22
27767,Tooru,Veldwijk,Senior Staff,2000-11-21,1965-01-27
427571,Torsten,Ranta,Senior Engineer,1996-12-10,1965-01-20
231043,Torsten,Slobodova,Assistant Engineer,1992-07-20,1965-01-01
40269,Toshiki,Ghazalie,Senior Staff,2000-12-04,1965-01-10
230821,Toshiki,Raney,Staff,1997-07-03,1965-01-20
55121,Toshiko,Alblas,Engineer,1995-07-20,1965-01-12
432787,Toshiko,Ibel,Senior Engineer,1996-11-23,1965-01-16
286370,Toshimitsu,Seuren,Senior Staff,2000-01-19,1965-01-06
403010,Toshimitsu,Sluis,Senior Engineer,1985-02-18,1965-01-16
76640,Tristan,Mitsuhashi,Senior Engineer,2000-07-12,1965-01-02
287984,Troy,Kobuchi,Senior Engineer,1999-02-12,1965-01-09
213140,Tru,Danecki,Staff,1997-03-31,1965-01-10
70469,Tru,Miyakawa,Senior Staff,1998-09-03,1965-01-12
52283,Trygve,Krupka,Senior Staff,2001-03-11,1965-01-20
224390,True,Shobatake,Senior Staff,1996-05-17,1965-01-24
240236,True,Tischendorf,Senior Engineer,1992-01-19,1965-01-24
231069,Trygve,Siksek,Staff,1995-11-09,1965-01-22
206966,Tzu,Sichman,Senior Engineer,1992-11-16,1965-01-21
79190,Tsuneo,Servi,Staff,1999-06-30,1965-01-18
467918,Tsuneo,Skrikant,Staff,1997-10-21,1965-01-03
272141,Tsutomu,Neiman,Senior Staff,1993-05-05,1965-01-13
64487,Tsutomu,Rebaine,Senior Engineer,1994-09-17,1965-01-27
423214,Tsutomu,Tetzlaff,Senior Staff,1993-09-23,1965-01-31
290478,Tsvetan,Sherertz,Engineer,1998-08-07,1965-01-03
408417,Tsz,Daescu,Staff,1994-01-29,1965-01-19
28988,Tua,Giveon,Technique Leader,1998-09-09,1965-01-18
445514,Tuval,Albarhamtoshy,Technique Leader,1990-09-24,1965-01-05
31170,Tuval,Waleschkowski,Senior Staff,1987-10-16,1965-01-08
49177,Tze,Bach,Engineer,1999-03-09,1965-01-03
247447,Tzu,Bakhtari,Senior Engineer,1999-03-18,1965-01-28
234278,Tzu,Impagliazzo,Staff,1990-11-14,1965-01-20
444487,Udi,Rullman,Senior Engineer,1994-04-09,1965-01-03
440450,Tzvetan,Scharstein,Senior Staff,1999-06-16,1965-01-16
85702,Udi,Merks,Engineer,1997-08-15,1965-01-04
450255,Udo,Waymire,Technique Leader,1986-06-14,1965-01-31
270084,Ulises,Frolund,Senior Staff,1993-07-26,1965-01-11
480178,Uinam,Rahier,Senior Staff,1996-02-10,1965-01-03
38017,Ulf,Himler,Staff,1994-01-02,1965-01-24
35798,Ulf,Oberman,Senior Engineer,1997-03-15,1965-01-29
55670,Ulf,Ranft,Senior Staff,1990-03-25,1965-01-30
429703,Ung,Honglei,Senior Staff,1993-09-02,1965-01-06
275994,Uma,Prampolini,Senior Engineer,1998-02-21,1965-01-29
36733,Uma,Reinhard,Staff,1997-11-01,1965-01-04
423204,Uma,Stranks,Senior Staff,1996-09-12,1965-01-08
